id,BDD,type,img,DiameterByCircle,compactIndex,regularityIndex,regularityIndexPercentage,colorThreshold,nbColors,kurtosis,AssymetryByDistanceByCircle,roundness
221,ISIC,Melanoma,ISIC_0024875.jpg,286,2.1393,0.0298,0.4699,2,3557.7281,978363195.149,91.6152,0.7957
222,ISIC,Melanoma,ISIC_0024898.jpg,400,1.2304,0.0125,0.8162,2,3447.9229,256094379.6981,97.5067,0.9187
223,ISIC,Melanoma,ISIC_0024900.jpg,356,2.6844,0.0247,0.3731,1,2786.3461,2190163445.8808,88.6646,0.7799
224,ISIC,Melanoma,ISIC_0024918.jpg,270,1.2932,0.0221,0.7762,2,3387.034,618507955.9267,92.2805,0.9488
225,ISIC,Melanoma,ISIC_0024929.jpg,562,1.6304,0.0112,0.6163,3,3148.6115,24044181.0139,95.3843,0.9192
226,ISIC,Melanoma,ISIC_0024930.jpg,396,1.3184,0.0135,0.7654,2,3076.8072,257950721.0882,94.4292,0.9471
227,ISIC,Melanoma,ISIC_0024940.jpg,628,2.7539,0.0194,0.3639,2,3644.5291,379755049.9046,97.4325,0.6621
228,ISIC,Melanoma,ISIC_0024952.jpg,348,1.237,0.0146,0.8166,2,3517.9067,509028990.358,93.3278,0.9546
229,ISIC,Melanoma,ISIC_0024967.jpg,336,1.5324,0.0189,0.6531,3,3351.4911,223052637.8021,96.24,0.9267
230,ISIC,Melanoma,ISIC_0024987.jpg,384,1.8189,0.017,0.5529,1,3888.9539,428965229.3453,91.8643,0.9328
231,ISIC,Melanoma,ISIC_0024999.jpg,408,2.582,0.0237,0.3875,2,3132.5908,391456356.7686,82.4056,0.5636
232,ISIC,Melanoma,ISIC_0025035.jpg,236,1.5494,0.0258,0.649,3,3710.5614,781109595.9835,84.4818,0.8293
233,ISIC,Melanoma,ISIC_0025105.jpg,450,2.4706,0.0198,0.4079,2,3811.5329,295455005.1293,83.8478,0.7568
234,ISIC,Melanoma,ISIC_0025127.jpg,266,1.6654,0.0269,0.6102,2,2961.8964,1045889455.6656,81.9183,0.86
235,ISIC,Melanoma,ISIC_0025132.jpg,306,2.3146,0.0241,0.4326,1,3168.8068,991734754.7138,91.5057,0.8518
236,ISIC,Melanoma,ISIC_0025145.jpg,626,1.7148,0.0106,0.5841,2,3411.6869,11601015.0658,88.2905,0.8666
237,ISIC,Melanoma,ISIC_0025188.jpg,480,2.3448,0.015,0.4279,1,3159.7087,211095577.3175,94.9486,0.9007
238,ISIC,Melanoma,ISIC_0025248.jpg,474,2.5875,0.0181,0.3881,2,3428.2459,340865912.2744,95.7872,0.8841
239,ISIC,Melanoma,ISIC_0025268.jpg,642,4.1723,0.0225,0.2405,1,3017.6697,341914121.3159,90.0547,0.712
240,ISIC,Melanoma,ISIC_0025313.jpg,344,1.2864,0.0157,0.7798,3,3336.3008,61258953.2501,93.741,0.9417
241,ISIC,Melanoma,ISIC_0025317.jpg,372,1.6149,0.0158,0.6244,2,3383.1659,587886936.955,90.8442,0.931
242,ISIC,Melanoma,ISIC_0025324.jpg,312,1.3371,0.0163,0.755,3,3469.8832,155266161.5963,97.1498,0.9499
243,ISIC,Melanoma,ISIC_0025391.jpg,428,3.3313,0.0228,0.302,1,3251.6024,730672085.468,91.2158,0.6904
244,ISIC,Melanoma,ISIC_0025394.jpg,594,2.3203,0.0166,0.4331,3,3331.6184,99713678.7553,87.646,0.8355
245,ISIC,Melanoma,ISIC_0025414.jpg,524,3.5864,0.0201,0.2803,1,3467.4169,685798423.7281,82.9865,0.7042
246,ISIC,Melanoma,ISIC_0025439.jpg,520,2.2659,0.0157,0.4426,3,3177.3431,134922447.9706,86.4835,0.707
247,ISIC,Melanoma,ISIC_0025451.jpg,260,1.2844,0.0203,0.7824,3,3760.5274,243441320.2061,93.8204,0.9421
248,ISIC,Melanoma,ISIC_0025472.jpg,548,1.6087,0.0113,0.6231,2,3152.82,56754939.322,90.5096,0.9381
249,ISIC,Melanoma,ISIC_0025489.jpg,320,1.2872,0.0178,0.777,2,3299.6928,413442338.9225,94.1265,0.9436
250,ISIC,Melanoma,ISIC_0025500.jpg,436,2.8824,0.0259,0.3487,1,2688.369,1315680460.7117,78.7436,0.4844
251,ISIC,Melanoma,ISIC_0025520.jpg,476,1.7401,0.0133,0.5751,3,3136.2107,71712616.6923,96.0156,0.8796
252,ISIC,Melanoma,ISIC_0025546.jpg,298,1.5417,0.0202,0.6521,3,3260.9282,600072585.8009,94.4964,0.8909
253,ISIC,Melanoma,ISIC_0025573.jpg,380,1.9965,0.0174,0.5047,2,3289.9195,533004739.52,98.3394,0.8552
254,ISIC,Melanoma,ISIC_0025603.jpg,348,1.4347,0.0167,0.7037,3,3293.1145,478882282.588,95.3753,0.906
255,ISIC,Melanoma,ISIC_0025616.jpg,404,2.1381,0.0172,0.4686,2,3006.6537,329567380.5466,89.8697,0.8726
256,ISIC,Melanoma,ISIC_0025651.jpg,596,3.892,0.0225,0.2571,1,3539.9085,449108997.5384,86.8296,0.617
257,ISIC,Melanoma,ISIC_0025663.jpg,450,1.739,0.0173,0.5759,2,2656.0691,566348207.1647,92.6545,0.8689
258,ISIC,Melanoma,ISIC_0025674.jpg,418,1.8853,0.0184,0.534,1,3092.0632,1150611809.5628,80.7892,0.7789
259,ISIC,Melanoma,ISIC_0025744.jpg,362,1.5983,0.0188,0.6324,1,3263.3318,1094294886.6548,91.7197,0.8905
260,ISIC,Melanoma,ISIC_0025748.jpg,326,1.5375,0.0176,0.653,2,3288.9223,555483154.7084,90.6874,0.9045
261,ISIC,Melanoma,ISIC_0025755.jpg,358,1.6017,0.0174,0.6284,2,3168.8803,514245555.5232,94.2766,0.9213
262,ISIC,Melanoma,ISIC_0025783.jpg,448,1.3933,0.0139,0.7194,1,3241.5112,594597672.8041,93.7394,0.9565
263,ISIC,Melanoma,ISIC_0025800.jpg,528,2.6036,0.0155,0.3851,2,3531.5061,242667101.4123,89.1005,0.7921
264,ISIC,Melanoma,ISIC_0025814.jpg,466,2.5,0.0168,0.4023,1,3536.7879,591604969.9034,96.044,0.8472
265,ISIC,Melanoma,ISIC_0025832.jpg,324,1.7274,0.0194,0.5854,1,3883.9859,1595093337.6492,95.0424,0.894
266,ISIC,Melanoma,ISIC_0026081.jpg,314,1.3994,0.0168,0.7201,2,3433.8823,468783810.0087,94.1367,0.9359
267,ISIC,Melanoma,ISIC_0026086.jpg,496,2.6072,0.0166,0.3841,2,3376.4132,126113882.0988,84.2178,0.8048
268,ISIC,Melanoma,ISIC_0026089.jpg,394,1.4384,0.0143,0.7009,2,3263.0789,490772906.0554,93.921,0.9419
269,ISIC,Melanoma,ISIC_0026094.jpg,266,1.5596,0.0245,0.6438,2,2669.2842,1013513956.387,96.8125,0.9166
270,ISIC,Melanoma,ISIC_0026105.jpg,284,1.6443,0.0221,0.6088,1,3115.0885,2074332581.087,92.4246,0.8979
271,ISIC,Melanoma,ISIC_0026115.jpg,292,1.3969,0.0186,0.7212,2,3161.4159,1741580752.8619,97.9572,0.9295
272,ISIC,Melanoma,ISIC_0026120.jpg,392,1.3842,0.0137,0.7292,3,3605.3985,319055536.8839,94.884,0.9051
273,ISIC,Melanoma,ISIC_0026131.jpg,506,1.7131,0.0151,0.5863,1,3447.2116,824441620.4062,91.1327,0.8397
274,ISIC,Melanoma,ISIC_0026167.jpg,432,1.6536,0.0153,0.6048,3,3025.1453,111868176.1209,79.9799,0.8472
275,ISIC,Melanoma,ISIC_0026207.jpg,308,1.2137,0.0155,0.8276,2,3097.9237,264343929.8873,97.6662,0.9594
276,ISIC,Melanoma,ISIC_0026229.jpg,470,2.3402,0.0202,0.4279,3,3139.6794,274782704.4874,89.9382,0.7419
277,ISIC,Melanoma,ISIC_0026239.jpg,376,1.3953,0.0154,0.721,2,3076.7507,303237254.8674,95.4266,0.9136
278,ISIC,Melanoma,ISIC_0026268.jpg,540,3.0167,0.0165,0.3325,2,3045.1176,80760405.6746,91.0485,0.8351
279,ISIC,Melanoma,ISIC_0026352.jpg,376,1.396,0.0159,0.7234,3,3494.1677,183424102.6813,95.1152,0.8735
280,ISIC,Melanoma,ISIC_0026369.jpg,440,1.3769,0.0133,0.7272,3,3432.9905,103750561.0747,86.9532,0.9228
281,ISIC,Melanoma,ISIC_0026420.jpg,358,1.5991,0.016,0.6316,2,3533.1062,449312202.4725,95.6541,0.9277
282,ISIC,Melanoma,ISIC_0026438.jpg,400,1.3521,0.0137,0.7442,2,3679.453,183708089.5325,91.0279,0.9106
283,ISIC,Melanoma,ISIC_0026458.jpg,434,1.5207,0.0142,0.6598,2,3334.3093,195150872.5179,89.783,0.932
284,ISIC,Melanoma,ISIC_0026500.jpg,516,2.509,0.0153,0.4009,3,3358.4122,119330081.6705,91.6362,0.8943
285,ISIC,Melanoma,ISIC_0026531.jpg,334,2.0512,0.0229,0.4879,3,3570.8486,1293441046.1674,90.5838,0.8436
286,ISIC,Melanoma,ISIC_0026545.jpg,416,1.6184,0.0149,0.623,2,3218.9299,202739427.8161,93.9999,0.9157
287,ISIC,Melanoma,ISIC_0026571.jpg,552,2.5488,0.0162,0.3941,2,3403.7482,321621048.2599,82.9687,0.8307
288,ISIC,Melanoma,ISIC_0026586.jpg,338,1.9529,0.0214,0.5155,1,3700.612,395760928.8141,93.1315,0.7746
289,ISIC,Melanoma,ISIC_0026596.jpg,298,1.3077,0.0189,0.7653,2,3415.7425,532601219.9951,93.0009,0.9151
290,ISIC,Melanoma,ISIC_0026604.jpg,542,2.9233,0.0182,0.3438,1,3104.3787,460955970.9392,98.6736,0.7016
291,ISIC,Melanoma,ISIC_0026622.jpg,446,3.0693,0.0234,0.3275,3,3251.8091,387906889.7091,93.9209,0.8152
292,ISIC,Melanoma,ISIC_0026652.jpg,404,1.6734,0.0151,0.5989,1,2782.4717,954764753.6846,95.5378,0.9009
293,ISIC,Melanoma,ISIC_0026690.jpg,438,1.5191,0.0135,0.6606,2,2958.0796,246150320.7147,89.6254,0.8737
294,ISIC,Melanoma,ISIC_0026745.jpg,412,1.3935,0.0134,0.7177,4,3438.3294,67921768.3347,90.6457,0.9307
295,ISIC,Melanoma,ISIC_0026746.jpg,300,2.0284,0.0268,0.4965,2,2300.952,1302184503.3408,88.1636,0.7893
296,ISIC,Melanoma,ISIC_0026770.jpg,468,1.3637,0.0115,0.738,3,3344.0193,76614901.445,92.5476,0.9391
297,ISIC,Melanoma,ISIC_0026774.jpg,290,1.3671,0.0177,0.7334,1,3135.8155,1562605268.3823,94.6468,0.9601
298,ISIC,Melanoma,ISIC_0026877.jpg,560,1.6328,0.0124,0.6139,3,3614.6928,44585448.8311,84.8652,0.8507
299,ISIC,Melanoma,ISIC_0026897.jpg,360,1.3151,0.0169,0.7684,2,3656.3051,491683484.32,97.0125,0.9762
300,ISIC,Melanoma,ISIC_0026909.jpg,334,1.2013,0.0152,0.8383,3,3390.3831,218040701.7235,95.1812,0.9356
301,ISIC,Melanoma,ISIC_0026930.jpg,380,1.4247,0.016,0.7073,2,3271.1993,526191960.9373,82.5099,0.9277
302,ISIC,Melanoma,ISIC_0026950.jpg,396,2.3314,0.0224,0.4315,3,3541.6017,252299555.6495,78.0677,0.7986
303,ISIC,Melanoma,ISIC_0026954.jpg,610,3.1209,0.0161,0.3216,2,3255.7862,96940288.1297,97.3635,0.8155
304,ISIC,Melanoma,ISIC_0026976.jpg,462,3.1985,0.0216,0.3144,2,3122.8004,278928783.945,87.8569,0.6712
305,ISIC,Melanoma,ISIC_0026993.jpg,330,1.2962,0.0164,0.7767,2,3709.1025,114667457.21,92.5292,0.9347
306,ISIC,Melanoma,ISIC_0027021.jpg,556,3.7697,0.0224,0.2654,1,3387.1848,642954822.7871,82.1507,0.7811
307,ISIC,Melanoma,ISIC_0027033.jpg,360,1.6418,0.0202,0.612,2,2958.5829,550377066.1984,85.7749,0.8735
308,ISIC,Melanoma,ISIC_0027043.jpg,254,1.2853,0.0221,0.7805,3,3656.4614,1714818321.3975,92.748,0.9304
309,ISIC,Melanoma,ISIC_0027060.jpg,420,1.4388,0.0151,0.7002,1,3252.2249,51003311.9577,99.3272,0.9455
310,ISIC,Melanoma,ISIC_0027069.jpg,602,1.6733,0.0112,0.598,1,3186.4412,163695677.8933,91.0001,0.9148
311,ISIC,Melanoma,ISIC_0027089.jpg,388,1.4026,0.0148,0.7178,2,3517.3435,280983754.8878,92.5725,0.9166
312,ISIC,Melanoma,ISIC_0027101.jpg,414,2.021,0.0159,0.4983,1,3411.8816,548956080.6585,95.8903,0.9017
313,ISIC,Melanoma,ISIC_0027126.jpg,276,1.7402,0.0245,0.5769,2,2900.4616,1784871898.9273,84.4327,0.8149
314,ISIC,Melanoma,ISIC_0027130.jpg,316,2.7484,0.0299,0.3641,3,3337.2429,585231801.1646,90.7003,0.7313
315,ISIC,Melanoma,ISIC_0027163.jpg,354,1.5478,0.0168,0.6469,2,3632.832,189077880.9477,92.4386,0.8712
316,ISIC,Melanoma,ISIC_0027171.jpg,384,1.2286,0.0126,0.8169,2,3243.5566,156237760.7481,98.123,0.9555
317,ISIC,Melanoma,ISIC_0027187.jpg,558,4.4387,0.021,0.2255,1,2929.5374,254592139.2225,95.0246,0.7665
318,ISIC,Melanoma,ISIC_0027190.jpg,428,2.1272,0.0171,0.4733,2,3254.7049,178984187.7241,92.2452,0.8143
319,ISIC,Melanoma,ISIC_0027238.jpg,392,1.4772,0.0146,0.6786,2,3306.7291,140023490.6244,92.806,0.8951
320,ISIC,Melanoma,ISIC_0027253.jpg,414,2.6128,0.02,0.3835,1,3264.7359,713614245.3459,98.634,0.7824
321,ISIC,Melanoma,ISIC_0027277.jpg,378,1.2464,0.0134,0.8056,3,3265.9011,201885726.4297,93.6106,0.9284
322,ISIC,Melanoma,ISIC_0027300.jpg,490,3.3317,0.0214,0.3019,2,3383.7641,197891351.7043,85.5452,0.7818
323,ISIC,Melanoma,ISIC_0027302.jpg,408,1.4206,0.0136,0.705,2,3366.0145,137601974.7892,97.9813,0.8955
324,ISIC,Melanoma,ISIC_0027306.jpg,476,1.3566,0.0114,0.7393,3,3380.802,102084585.1138,93.1231,0.9496
325,ISIC,Melanoma,ISIC_0027359.jpg,318,1.5816,0.019,0.6392,1,3166.6715,1362396464.9104,87.6173,0.8997
326,ISIC,Melanoma,ISIC_0027420.jpg,312,1.3538,0.0176,0.7457,3,3129.1271,488374248.7182,89.126,0.9231
327,ISIC,Melanoma,ISIC_0027436.jpg,364,1.8695,0.0183,0.5387,1,3499.1196,684368104.8888,99.2263,0.8816
328,ISIC,Melanoma,ISIC_0027442.jpg,614,2.8075,0.02,0.3574,4,3622.9722,154684691.6311,93.1442,0.6725
329,ISIC,Melanoma,ISIC_0027480.jpg,414,1.4366,0.0141,0.7017,1,2872.7929,807681456.1423,96.7694,0.9629
330,ISIC,Melanoma,ISIC_0027552.jpg,318,1.3046,0.0168,0.7729,3,3326.7595,175779714.6427,95.5718,0.9402
331,ISIC,Melanoma,ISIC_0027560.jpg,568,4.117,0.0256,0.2431,1,2885.6685,669952592.5576,78.1844,0.4115
332,ISIC,Melanoma,ISIC_0027663.jpg,264,1.6443,0.024,0.6087,2,3242.0357,1099651887.5579,89.9409,0.8866
333,ISIC,Melanoma,ISIC_0027673.jpg,458,1.4793,0.0122,0.6807,3,3325.1369,127039761.9911,97.7735,0.9445
334,ISIC,Melanoma,ISIC_0027693.jpg,380,1.2642,0.0141,0.7961,3,3452.9558,206922158.9347,95.8925,0.9676
335,ISIC,Melanoma,ISIC_0027793.jpg,310,1.3498,0.0176,0.7506,1,3528.5366,1161508807.8685,94.8428,0.8907
336,ISIC,Melanoma,ISIC_0027863.jpg,308,1.7808,0.0207,0.5632,1,3167.8457,1468409745.7729,87.1999,0.9189
337,ISIC,Melanoma,ISIC_0027904.jpg,368,1.6023,0.0174,0.6277,2,2259.1741,532026584.5014,89.3076,0.8733
338,ISIC,Melanoma,ISIC_0027956.jpg,412,1.4221,0.0139,0.704,2,3288.4589,316996697.0577,93.518,0.8999
339,ISIC,Melanoma,ISIC_0027964.jpg,358,1.3288,0.0153,0.7554,2,3406.0272,336437156.0849,84.0784,0.9429
340,ISIC,Melanoma,ISIC_0028003.jpg,402,1.1728,0.0119,0.8581,2,3466.5845,126777716.8471,96.8671,0.9743
341,ISIC,Melanoma,ISIC_0028017.jpg,254,1.2483,0.02,0.8135,2,3164.6895,1032856250.7116,97.1615,0.9475
342,ISIC,Melanoma,ISIC_0028022.jpg,428,1.7399,0.0153,0.5754,2,3175.3339,274002272.4812,87.8651,0.9021
343,ISIC,Melanoma,ISIC_0028051.jpg,374,2.0805,0.0208,0.4854,3,3360.939,373883536.237,96.7642,0.8795
344,ISIC,Melanoma,ISIC_0028056.jpg,270,1.3435,0.0216,0.7498,1,3295.029,2449282860.6547,94.0313,0.9063
345,ISIC,Melanoma,ISIC_0028065.jpg,318,1.716,0.0239,0.5857,1,2724.1532,1469258701.4721,85.9462,0.7825
346,ISIC,Melanoma,ISIC_0028082.jpg,622,3.8198,0.021,0.2619,2,3103.2766,195078763.9917,82.1283,0.5783
347,ISIC,Melanoma,ISIC_0028086.jpg,446,1.71,0.0146,0.5892,3,3451.4597,239573717.6818,91.4544,0.8915
348,ISIC,Melanoma,ISIC_0028114.jpg,452,1.553,0.0125,0.6454,3,3339.9181,151838366.6843,98.4105,0.9468
349,ISIC,Melanoma,ISIC_0028126.jpg,396,1.3429,0.0137,0.7462,2,3381.315,183265577.4142,91.5355,0.9072
350,ISIC,Melanoma,ISIC_0028148.jpg,470,1.8821,0.0156,0.5329,2,2657.6529,368738570.2968,87.4176,0.8732
351,ISIC,Melanoma,ISIC_0028156.jpg,312,1.4721,0.0189,0.6835,2,3065.9221,834755788.6867,96.1224,0.901
352,ISIC,Melanoma,ISIC_0028173.jpg,502,1.72,0.0119,0.5829,1,3016.1125,320556850.6499,97.9733,0.9385
353,ISIC,Melanoma,ISIC_0028211.jpg,458,2.0034,0.0182,0.5011,1,3190.9737,523308649.7093,94.498,0.8157
354,ISIC,Melanoma,ISIC_0028218.jpg,464,2.4223,0.0177,0.4139,2,3053.1488,322732980.8205,76.3477,0.7995
355,ISIC,Melanoma,ISIC_0028220.jpg,392,2.3309,0.0223,0.4318,1,3279.4378,937514492.5717,94.9193,0.8955
356,ISIC,Melanoma,ISIC_0028225.jpg,320,1.3682,0.0181,0.7352,3,3229.9672,631790896.5503,90.1555,0.915
357,ISIC,Melanoma,ISIC_0028285.jpg,472,2.4159,0.0169,0.4156,1,3646.186,701227161.6582,94.5007,0.8999
358,ISIC,Melanoma,ISIC_0028288.jpg,300,1.3928,0.0183,0.7215,1,3325.0143,1335892981.6131,97.1773,0.8941
359,ISIC,Melanoma,ISIC_0028291.jpg,322,1.6727,0.0186,0.6005,2,3126.7277,733820194.1115,89.8893,0.9356
360,ISIC,Melanoma,ISIC_0028415.jpg,442,1.2022,0.0116,0.8365,2,3118.6955,183964196.2809,95.3904,0.9665
361,ISIC,Melanoma,ISIC_0028460.jpg,228,1.548,0.0274,0.6482,2,3310.105,1611588815.7194,94.6938,0.8313
362,ISIC,Melanoma,ISIC_0028465.jpg,456,1.3232,0.0115,0.7562,3,3286.5423,105241780.5671,92.7529,0.9459
363,ISIC,Melanoma,ISIC_0028467.jpg,266,1.3497,0.0251,0.7478,4,3570.7014,151850490.8584,94.6865,0.9432
364,ISIC,Melanoma,ISIC_0028493.jpg,422,1.631,0.0156,0.6171,2,2874.2145,1487093040.6784,82.2825,0.8495
365,ISIC,Melanoma,ISIC_0028505.jpg,462,2.2987,0.0165,0.4361,2,2860.714,205529399.3907,96.0127,0.8726
366,ISIC,Melanoma,ISIC_0028508.jpg,492,2.8198,0.0187,0.3568,1,3407.6163,477956600.6812,77.3683,0.8296
367,ISIC,Melanoma,ISIC_0028519.jpg,422,3.5452,0.0258,0.2825,1,3295.2347,477966301.8062,93.5728,0.7481
368,ISIC,Melanoma,ISIC_0028520.jpg,370,1.3186,0.0145,0.7617,3,4025.2141,115521589.0892,91.9103,0.9468
369,ISIC,Melanoma,ISIC_0028543.jpg,554,1.6797,0.0124,0.5977,2,3818.3697,160606128.577,91.9987,0.9084
370,ISIC,Melanoma,ISIC_0028567.jpg,438,1.8386,0.0195,0.5486,2,3143.1401,462975813.4469,95.3172,0.8944
371,ISIC,Melanoma,ISIC_0028582.jpg,372,1.3819,0.0169,0.7278,2,3204.2221,415110754.2577,89.9134,0.9158
372,ISIC,Melanoma,ISIC_0028584.jpg,476,1.5894,0.0128,0.6306,1,3366.3531,18372732.745,90.0605,0.8284
373,ISIC,Melanoma,ISIC_0028655.jpg,380,1.7918,0.0189,0.5635,1,3104.1741,1076556440.3683,93.261,0.8971
374,ISIC,Melanoma,ISIC_0028666.jpg,398,2.3543,0.0187,0.4254,1,2059.723,1331662619.7012,93.4716,0.8367
375,ISIC,Melanoma,ISIC_0028696.jpg,322,1.2482,0.0154,0.8015,2,3483.8367,210455221.2231,97.2252,0.9377
376,ISIC,Melanoma,ISIC_0028746.jpg,358,1.4942,0.0165,0.6738,1,3332.4464,833037321.5098,87.4604,0.8468
377,ISIC,Melanoma,ISIC_0028847.jpg,538,1.6199,0.0127,0.621,1,3524.6768,421575921.6267,96.0077,0.9271
378,ISIC,Melanoma,ISIC_0028860.jpg,610,2.1149,0.0125,0.4734,1,3021.9784,113084165.4542,90.9601,0.8737
379,ISIC,Melanoma,ISIC_0028878.jpg,452,3.3783,0.0231,0.2977,1,3101.3335,843030614.4281,82.6694,0.6413
380,ISIC,Melanoma,ISIC_0028897.jpg,322,2.295,0.0251,0.4394,3,3135.9214,347913421.5525,87.2241,0.7918
381,ISIC,Melanoma,ISIC_0028899.jpg,372,1.9886,0.0235,0.5029,3,2846.3259,799928119.2889,83.2338,0.7984
382,ISIC,Melanoma,ISIC_0028916.jpg,466,1.6587,0.0129,0.607,1,3226.7785,315575044.5837,96.1731,0.9366
383,ISIC,Melanoma,ISIC_0028965.jpg,504,1.4401,0.0115,0.6969,2,3585.5839,14335947.2004,93.9528,0.9109
384,ISIC,Melanoma,ISIC_0028969.jpg,454,1.5965,0.0133,0.6285,1,3242.3081,582031555.0003,91.4592,0.8569
385,ISIC,Melanoma,ISIC_0028984.jpg,418,1.613,0.0156,0.626,2,3097.4365,385781355.4588,81.6012,0.8436
386,ISIC,Melanoma,ISIC_0029021.jpg,386,2.2988,0.021,0.4359,2,3382.3723,726553396.5061,94.6137,0.8937
387,ISIC,Melanoma,ISIC_0029028.jpg,246,1.3732,0.0232,0.7337,3,3620.142,762259311.1519,91.718,0.9266
388,ISIC,Melanoma,ISIC_0029033.jpg,354,1.229,0.014,0.816,2,3408.34,380636769.6422,95.8983,0.9325
389,ISIC,Melanoma,ISIC_0029157.jpg,342,1.2456,0.0141,0.8071,2,3626.7222,119541883.4731,98.2501,0.9589
390,ISIC,Melanoma,ISIC_0029170.jpg,492,1.9168,0.0177,0.5224,2,2444.3995,313212546.8167,95.9476,0.8801
391,ISIC,Melanoma,ISIC_0029172.jpg,362,1.9795,0.0206,0.5076,1,2994.6239,1084062703.4263,97.6606,0.8371
392,ISIC,Melanoma,ISIC_0029238.jpg,454,1.8135,0.0147,0.5555,1,3170.8367,524915086.1472,87.3923,0.8757
393,ISIC,Melanoma,ISIC_0029265.jpg,482,3.0053,0.0192,0.3348,1,3529.8397,511977327.6593,92.8894,0.8072
394,ISIC,Melanoma,ISIC_0029271.jpg,454,2.222,0.0161,0.4503,1,2792.2565,551311976.8704,91.6685,0.8995
395,ISIC,Melanoma,ISIC_0029272.jpg,332,1.3327,0.0155,0.7584,3,2863.6117,281618258.9602,94.4644,0.9291
396,ISIC,Melanoma,ISIC_0029281.jpg,330,1.5241,0.0188,0.6598,2,3296.9913,916578276.5066,93.9622,0.9087
397,ISIC,Melanoma,ISIC_0029316.jpg,502,1.6218,0.0117,0.6169,2,3555.8614,132092293.837,94.3835,0.9414
398,ISIC,Melanoma,ISIC_0029318.jpg,430,2.6783,0.0194,0.374,1,2993.4317,668476496.1644,88.2803,0.771
399,ISIC,Melanoma,ISIC_0029319.jpg,418,1.6539,0.0148,0.6086,2,3683.1223,195464679.9794,96.0545,0.9305
400,ISIC,Melanoma,ISIC_0029370.jpg,612,2.7645,0.0177,0.3621,2,3227.0379,252819004.9174,78.6491,0.6818
401,ISIC,Melanoma,ISIC_0029397.jpg,408,1.3846,0.0142,0.7256,2,3587.6741,208453575.5483,84.0698,0.9378
402,ISIC,Melanoma,ISIC_0029473.jpg,500,2.4745,0.0197,0.4069,1,3125.229,475754372.7812,89.7773,0.7598
403,ISIC,Melanoma,ISIC_0029558.jpg,336,1.9561,0.0197,0.5143,2,3163.84,457385007.3835,97.4876,0.8471
404,ISIC,Melanoma,ISIC_0029630.jpg,448,2.6451,0.0198,0.3803,1,3254.1473,646055077.844,92.3908,0.7892
405,ISIC,Melanoma,ISIC_0029632.jpg,410,2.9622,0.0214,0.3376,1,3217.9608,1175683723.7435,89.9628,0.7587
406,ISIC,Melanoma,ISIC_0029651.jpg,330,1.5875,0.0177,0.6362,2,3235.4824,576360544.7068,92.0555,0.8898
407,ISIC,Melanoma,ISIC_0029652.jpg,322,2.1802,0.023,0.4621,2,3221.2414,881138919.6623,92.4442,0.8268
408,ISIC,Melanoma,ISIC_0029705.jpg,348,1.455,0.017,0.6947,2,2896.2927,569668619.0234,90.3918,0.9276
409,ISIC,Melanoma,ISIC_0029726.jpg,408,2.4927,0.0179,0.4027,1,2943.9654,657263031.4027,95.6293,0.8796
410,ISIC,Melanoma,ISIC_0029740.jpg,504,1.6417,0.0146,0.6107,3,3041.3823,191583148.0934,86.8869,0.8974
411,ISIC,Melanoma,ISIC_0029839.jpg,324,1.2357,0.0159,0.8107,2,3305.3766,576423781.704,97.461,0.9556
412,ISIC,Melanoma,ISIC_0029884.jpg,526,3.2172,0.0182,0.3125,2,3290.188,192123317.8128,98.3018,0.7949
413,ISIC,Melanoma,ISIC_0029885.jpg,454,1.6396,0.0174,0.6102,1,3432.4095,1558063007.7962,95.8561,0.9435
414,ISIC,Melanoma,ISIC_0029914.jpg,554,1.4639,0.0115,0.6858,3,3421.8623,95217653.2222,87.5491,0.9111
415,ISIC,Melanoma,ISIC_0029937.jpg,366,1.2621,0.0144,0.7925,2,3384.6662,457480514.4535,95.601,0.9427
416,ISIC,Melanoma,ISIC_0030002.jpg,422,1.4208,0.0129,0.708,2,3065.191,383614307.5632,96.5511,0.9359
417,ISIC,Melanoma,ISIC_0030032.jpg,260,1.5577,0.0228,0.6465,3,3850.9463,424179028.2355,88.2593,0.9091
418,ISIC,Melanoma,ISIC_0030034.jpg,410,1.3907,0.0141,0.7252,1,3458.4868,558965173.0345,93.3865,0.9081
419,ISIC,Melanoma,ISIC_0030060.jpg,390,1.9838,0.0189,0.507,3,3119.1317,226733179.2971,86.8916,0.8188
420,ISIC,Melanoma,ISIC_0030080.jpg,378,1.7536,0.0215,0.5764,1,3149.0255,1912340911.3997,92.613,0.8788
421,ISIC,Melanoma,ISIC_0030083.jpg,446,1.3812,0.0121,0.7277,1,3464.6735,475321835.6247,99.3676,0.94
422,ISIC,Melanoma,ISIC_0030106.jpg,374,1.4192,0.0146,0.7059,1,3159.0828,708315438.9637,95.6998,0.9368
423,ISIC,Melanoma,ISIC_0030110.jpg,354,2.4111,0.0246,0.4179,2,3366.857,331549515.6079,91.7858,0.8488
424,ISIC,Melanoma,ISIC_0030119.jpg,392,1.6452,0.016,0.6081,3,3468.3794,812528897.9358,98.4714,0.9169
425,ISIC,Melanoma,ISIC_0030122.jpg,276,1.4099,0.0219,0.7167,2,3326.5362,840874865.2551,83.5788,0.9139
426,ISIC,Melanoma,ISIC_0030150.jpg,334,2.4271,0.0237,0.4159,1,3289.6389,1051226206.6761,94.5811,0.8281
